,timestamp,url,profile,domElements_median,domElements_mean,domElements_min,domElements_max,ttfb_median,ttfb_mean,ttfb_min,ttfb_max,loadEventEnd_median,loadEventEnd_mean,loadEventEnd_min,loadEventEnd_max,firstPaint_median,firstPaint_mean,firstPaint_min,firstPaint_max,fullyLoaded_median,fullyLoaded_mean,fullyLoaded_min,fullyLoaded_max,domComplete_median,domComplete_mean,domComplete_min,domComplete_max,throttleType,throttleparameter,httpVersion,lighthouse_performance,first-contentful-paint_score,first-contentful-paint_numericValue,largest-contentful-paint_score,largest-contentful-paint_numericValue,speed-index_score,speed-index_numericValue,total-blocking-time_score,total-blocking-time_numericValue,cumulative-layout-shift_score,cumulative-layout-shift_numericValue
0,2021-11-22T04:54:03+00:00,https://www.whatsapp.com/,3g,560,560,560,560,386,389,381,399,734,729,701,752,595,604,593,625,1976,1972,1962,1979,727,722,694,744,delay,700ms,3,0.81,0.64,2599.25,0.42,4324.25,0.97,2599.25,1,0,1,0.0137546658
0,2021-11-22T05:06:25+00:00,https://www.live.com/,3g,449,449,449,449,162,158,150,162,1910,1904,1877,1924,428,427,410,444,2217,2211,2185,2231,1910,1904,1877,1924,delay,700ms,3,0.43,0.53,2919.802,0.01,9627.626,0.87,3579.821789,0.27,1025,1,0
0,2021-11-22T04:25:02+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1777,2148,1462,3205,5297,5542,4771,6559,2425,2535,1720,3460,8219,8437,7720,9373,5219,5469,4685,6502,delay,500ms,3,0.17,0.35,3506.907,0.01,8965.731,0.06,11099.10452,0.01,4346.2385,0.82,0.1293892415
0,2021-11-22T04:13:46+00:00,https://www.canva.com/,3g,4252,4253,4248,4259,581,571,535,597,3706,3679,3582,3748,897,874,829,897,3759,3752,3683,3813,3701,3667,3556,3743,delay,500ms,3,0.47,0.81,2127.673,0.64,3513.673,0.53,5645.545859,0.05,2506,1,0.002768866221
0,2021-11-22T04:16:45+00:00,https://www.whatsapp.com/,3g,560,560,560,560,418,420,391,450,763,823,748,957,621,680,610,808,1987,2054,1982,2192,755,815,740,949,delay,500ms,3,0.81,0.64,2599.021,0.42,4325.447,0.97,2599.021,1,0,1,0.0137546658
0,2021-11-22T04:29:05+00:00,https://www.live.com/,3g,449,449,449,449,175,175,120,229,1902,1924,1816,2053,462,450,377,512,2199,2225,2122,2353,1902,1924,1816,2053,delay,500ms,3,0.41,0.52,2951.153,0.01,10069.886,0.82,3936.86989,0.27,1024,1,0
0,2021-11-22T05:20:15+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1206,1376,1125,1798,4594,4669,4583,4831,1507,1649,1412,2028,7412,7561,7290,7981,4513,4589,4498,4755,delay,800ms,3,0.17,0.35,3503.665,0.02,8634.1345,0.05,11490.19893,0.01,4141.5,0.82,0.1311366442
0,2021-11-22T05:09:52+00:00,https://www.canva.com/,3g,4255,4255,4252,4258,604,600,589,607,3662,3698,3554,3877,911,917,893,947,3835,3837,3736,3939,3651,3683,3528,3871,delay,800ms,3,0.48,0.8,2137.221,0.67,3418.733,0.47,6001.18845,0.06,2360.5,1,0.002768866221
0,2021-11-22T05:12:52+00:00,https://www.whatsapp.com/,3g,560,560,560,560,394,394,390,398,771,767,748,782,623,625,609,642,2007,2001,1980,2017,763,759,740,774,delay,800ms,3,0.8,0.61,2676.121,0.4,4401.121,0.97,2676.121,1,0,1,0.0137546658
0,2021-11-22T05:24:21+00:00,https://www.live.com/,3g,449,449,449,449,156,163,150,182,1878,2943,1671,5280,411,418,400,443,2181,3330,1913,5897,1877,2942,1670,5280,delay,800ms,3,0.43,0.54,2885.943,0.01,9921.503,0.83,3869.495685,0.29,952.5,1,0
