,timestamp,url,profile,domElements_median,domElements_mean,domElements_min,domElements_max,ttfb_median,ttfb_mean,ttfb_min,ttfb_max,loadEventEnd_median,loadEventEnd_mean,loadEventEnd_min,loadEventEnd_max,firstPaint_median,firstPaint_mean,firstPaint_min,firstPaint_max,fullyLoaded_median,fullyLoaded_mean,fullyLoaded_min,fullyLoaded_max,domComplete_median,domComplete_mean,domComplete_min,domComplete_max,throttleType,throttleparameter,httpVersion,lighthouse_performance,first-contentful-paint_score,first-contentful-paint_numericValue,largest-contentful-paint_score,largest-contentful-paint_numericValue,speed-index_score,speed-index_numericValue,total-blocking-time_score,total-blocking-time_numericValue,cumulative-layout-shift_score,cumulative-layout-shift_numericValue
0,2021-11-22T08:33:39+00:00,https://www.instagram.com/,3g,323,323,323,323,646,645,642,646,1371,1470,1271,1769,715,742,702,809,2816,2918,2709,3230,1369,1468,1269,1767,packetLoss,1.35%,2,0.7,0.89,1851.938,0.01,10021.941,0.99,2242.529644,1,0,0.94,0.08203125
0,2021-11-22T08:36:39+00:00,https://www.vk.com/,3g,310,310,310,310,1121,1159,1101,1256,5169,5210,5072,5388,4160,4141,3887,4376,5732,5782,5660,5954,5129,5178,5046,5360,packetLoss,1.35%,2,0.46,0,15148.999,0,15351.864,0.01,15148.999,1,0,1,0
0,2021-11-22T08:27:58+00:00,https://www.facebook.com/,3g,264,264,264,264,263,307,252,405,736,767,713,852,476,526,475,628,1901,1939,1898,2018,728,760,707,846,packetLoss,1.35%,2,0.79,0.29,3744.624,0.53,3894.624,0.85,3744.624,1,0,1,0.02756183624
0,2021-11-22T08:30:42+00:00,https://www.youtube.com/,3g,8822,8820,8810,8827,48,48,47,50,2672,2681,2669,2702,244,245,228,262,3814,3938,3714,4287,2670,2679,2667,2700,packetLoss,1.35%,2,0.46,0.14,4613.046,0.02,8844.08,0.66,4888.423149,0.62,465.5,1,0.01672668457
0,2021-11-22T08:25:09+00:00,https://www.google.com/,3g,210,210,210,210,255,298,250,389,722,810,639,1070,439,547,377,826,948,1070,862,1400,716,805,634,1064,packetLoss,1.35%,2,0.77,0.89,1847.748,0.98,1847.748,0.92,3175.043503,0.42,707.2875,0.99,0.04221191406
0,2021-11-22T08:18:44+00:00,https://www.instagram.com/,3g,323,323,323,323,690,712,680,767,1364,1372,1329,1422,757,781,744,842,2803,2824,2788,2880,1363,1370,1327,1421,packetLoss,1.20%,2,0.7,0.89,1849.087,0.01,10032.234,0.99,2213.657362,1,0,0.94,0.08203125
0,2021-11-22T08:21:38+00:00,https://www.vk.com/,3g,310,281,222,310,1271,1200,1056,1273,5040,5039,4888,5188,4051,4061,3902,4229,5537,5551,5408,5708,5017,5023,4865,5187,packetLoss,1.20%,2,0.46,0,15146.784,0,15284.651,0.01,15146.784,1,0,1,0
0,2021-11-22T08:13:04+00:00,https://www.facebook.com/,3g,264,264,264,264,252,252,247,257,704,708,694,727,460,468,457,487,1899,1906,1882,1938,696,701,688,720,packetLoss,1.20%,2,0.79,0.3,3713.215,0.54,3863.215,0.86,3713.215,1,0,1,0.02756183624
0,2021-11-22T08:15:46+00:00,https://www.youtube.com/,3g,8809,8323,7338,8821,53,56,53,61,2660,2653,2390,2910,245,250,244,262,3964,3966,3770,4163,2658,2652,2389,2908,packetLoss,1.20%,2,0.46,0.16,4476.818,0.04,7588.873,0.57,5381.42985,0.6,479.385,1,0.01672668457
0,2021-11-22T08:10:20+00:00,https://www.google.com/,3g,210,210,210,210,262,246,82,394,813,798,485,1096,544,521,194,826,1038,1064,711,1444,806,792,479,1090,packetLoss,1.20%,2,0.8,0.89,1845.982,0.98,1845.982,0.95,2950.954525,0.48,630,0.99,0.04221191406
0,2021-11-22T08:03:52+00:00,https://www.instagram.com/,3g,323,323,323,323,687,802,682,1038,1349,1484,1341,1763,767,876,762,1100,2792,2926,2792,3194,1348,1483,1339,1761,packetLoss,1.05%,2,0.7,0.89,1850.472,0.01,10037.541,0.99,2189.564364,1,0,0.94,0.08203125
0,2021-11-22T08:06:58+00:00,https://www.vk.com/,3g,228,255,228,310,1091,1117,1037,1222,4811,4937,4772,5227,3846,3983,3810,4292,5385,5269,4982,5441,4787,4928,4772,5226,packetLoss,1.05%,2,0.46,0,15014.223,0,15236.798,0.01,15014.223,1,0,1,0
0,2021-11-22T07:58:08+00:00,https://www.facebook.com/,3g,264,265,264,266,265,265,263,267,706,713,704,729,478,476,461,488,1928,1913,1866,1944,700,706,697,722,packetLoss,1.05%,2,0.79,0.29,3735.816,0.53,3885.816,0.85,3735.816,1,0,1,0.02756183624
0,2021-11-22T08:00:52+00:00,https://www.youtube.com/,3g,8830,8831,8811,8852,58,65,53,84,2816,2836,2802,2889,247,256,244,277,3939,4259,3834,5005,2814,2834,2800,2887,packetLoss,1.05%,2,0.44,0.13,4675.195,0.02,8780.259,0.7,4675.195,0.55,540.766,0.99,0.04016113281
